code,iata,name,city,region,lat,lon,longest_rwy_ft
KS71,,Edgar G Obie Airport,Chinook,US-MT,48.5921,-109.251,4000
S75,,Payette Municipal Airport,Payette,US-ID,44.0916,-116.901,3534
KS83,,Shoshone County Airport,Smelterville,US-ID,47.5473,-116.1887,5316
KS85,,Big Sky Field,Culbertson,US-MT,48.1533,-104.504,3800
KS87,,Weiser Municipal Airport,Weiser,US-ID,44.2068,-116.962,4000
KS95,,Martin Field,College Place,US-WA,46.0469,-118.417,3819
KS97,,Anderson Field,Brewster,US-WA,48.1049,-119.721,4000
KSAA,SAA,Shively Field,Saratoga,US-WY,41.4449,-106.824,8801
KSAC,SAC,Sacramento Executive Airport,Sacramento,US-CA,38.5125,-121.493,5503
KSAD,SAD,Safford Regional Airport,Safford,US-AZ,32.8548,-109.635,6007
KSAF,SAF,Santa Fe Municipal Airport,Santa Fe,US-NM,35.6171,-106.089,8366
KSAN,SAN,San Diego International Airport,San Diego,US-CA,32.7336,-117.19,9401
KSAR,SAR,Sparta Community Airport - Hunter Field,Sparta,US-IL,38.1489,-89.6987,4002
KSAT,SAT,San Antonio International Airport,San Antonio,US-TX,29.5337,-98.4698,8505
KSAV,SAV,Savannah Hilton Head International Airport,Savannah,US-GA,32.1266,-81.2,9351
KSAW,MQT,Marquette Sawyer Regional Airport,Gwinn,US-MI,46.3515,-87.3959,9072
KSBA,SBA,Santa Barbara Municipal Airport,Santa Barbara,US-CA,34.4262,-119.84,6037
KSBD,SBD,San Bernardino International Airport,San Bernardino,US-CA,34.0967,-117.2366,10000
KSBM,SBM,Sheboygan County Memorial Airport,Sheboygan,US-WI,43.7696,-87.8514,6801
KSBN,SBN,South Bend International Airport,South Bend,US-IN,41.7083,-86.3169,8412
KSBO,,Emanuel County Airport,Swainsboro,US-GA,32.6091,-82.3699,6021
KSBP,SBP,San Luis County Regional Airport,San Luis Obispo,US-CA,35.2368,-120.642,6101
KSBS,SBS,Steamboat Springs Bob Adams Field,Steamboat Springs,US-CO,40.5163,-106.866,4452
KSBX,SBX,Shelby Airport,Shelby,US-MT,48.5407,-111.871,5005
KSBY,SBY,Salisbury Ocean City Wicomico Regional Airport,Salisbury,US-MD,38.3405,-75.5103,6400
KSCB,SCB,Scribner State Airport,Scribner,US-NE,41.6103,-96.6299,4200
KSCD,,Merkel Field Sylacauga Municipal Airport,Sylacauga,US-AL,33.1718,-86.3055,5390
KSCH,SCH,Schenectady County Airport,Schenectady,US-NY,42.8525,-73.9289,7001
KSCK,SCK,Stockton Metropolitan Airport,Stockton,US-CA,37.8933,-121.2381,10245
KSCX,,Scott Municipal Airport,Oneida,US-TN,36.4555,-84.586,5505
KSDA,,Shenandoah Municipal Airport,Shenandoah,US-IA,40.7516,-95.4137,5000
KSDC,,Williamson Sodus Airport,Williamson/Sodus,US-NY,43.2346,-77.1194,3803
KSDF,SDF,Louisville Muhammad Ali International Airport,Louisville,US-KY,38.1706,-85.7351,11887
KSDL,SCF,Scottsdale Airport,Scottsdale,US-AZ,33.6229,-111.911,8249
KSDM,SDM,Brown Field Municipal Airport,San Diego,US-CA,32.5726,-116.98,7972
KSDY,SDY,Sidney - Richland Regional Airport,Sidney,US-MT,47.7051,-104.1944,5705
KSEA,SEA,Seattle–Tacoma International Airport,Seattle,US-WA,47.4479,-122.3103,11901
KSEE,SEE,Gillespie Field,San Diego/El Cajon,US-CA,32.8262,-116.972,5342
KSEF,SEF,Sebring Regional Airport,Sebring,US-FL,27.4564,-81.3424,5190
KSEG,SEG,Penn Valley Airport,Selinsgrove,US-PA,40.8206,-76.8639,4760
KSEM,SEM,Craig Field,Selma,US-AL,32.3439,-86.9878,8014
KSEP,SEP,Stephenville Clark Regional Airport,Stephenville,US-TX,32.2153,-98.1777,4209
KSEQ,,Randolph Air Force Base Auxiliary Airport,Seguin,US-TX,29.5645,-97.9025,8350
KSER,SER,Freeman Municipal Airport,Seymour,US-IN,38.9236,-85.9074,6001
KSET,,St Charles County Regional Airport/Smartt Field,St Charles,US-MO,38.9297,-90.43,3800
KSEZ,SDX,Sedona Airport,Sedona,US-AZ,34.8486,-111.788,5132
KSFB,SFB,Orlando Sanford International Airport,Orlando,US-FL,28.7743,-81.2346,11002
KSFF,SFF,Felts Field,Spokane,US-WA,47.6829,-117.3219,4500
KSFM,SFM,Sanford Seacoast Regional Airport,Sanford,US-ME,43.3939,-70.708,6389
KSFO,SFO,San Francisco International Airport,San Francisco,US-CA,37.6198,-122.3748,11870
KSFQ,,Suffolk Executive Airport,Suffolk,US-VA,36.6824,-76.6019,5007
KSFY,,Tri Township Airport,Savanna,US-IL,42.0458,-90.1079,4001
KSFZ,SFZ,North Central State Airport,Pawtucket,US-RI,41.9208,-71.4914,5000
KSGF,SGF,Springfield Branson National Airport,Springfield,US-MO,37.245,-93.3886,8000
KSGH,SGH,Springfield-Beckley Municipal Airport,Springfield,US-OH,39.8403,-83.8402,9010
KSGJ,UST,Northeast Florida Regional Airport,St Augustine,US-FL,29.9592,-81.3398,8001
KSGR,SGR,Sugar Land Regional Airport,Houston,US-TX,29.6223,-95.6565,8000
KSGS,,South St Paul Municipal Airport/Richard E Fleming Field,South St Paul,US-MN,44.8571,-93.0329,4002
KSGT,SGT,Stuttgart Municipal Airport / Carl Humphrey Field,Stuttgart,US-AR,34.5995,-91.575,6015
KSGU,SGU,St George Regional Airport,St George,US-UT,37.0364,-113.5103,9300
KSHD,SHD,Shenandoah Valley Regional Airport,Weyers Cave,US-VA,38.2638,-78.8964,6002
KSHL,,Sheldon Regional Airport,Sheldon,US-IA,43.2084,-95.8334,4199
KSHN,SHN,Sanderson Field,Shelton,US-WA,47.2336,-123.148,5005
KSHR,SHR,Sheridan County Airport,Sheridan,US-WY,44.7692,-106.98,8301
KSHV,SHV,Shreveport Regional Airport,Shreveport,US-LA,32.4447,-93.8267,8348
KSIF,,Rockingham County NC Shiloh Airport,Stoneville,US-NC,36.4372,-79.851,5200
KSIK,SIK,Sikeston Memorial Municipal Airport,Sikeston,US-MO,36.8989,-89.5618,5502
KSIV,SIV,Sullivan County Airport,Sullivan,US-IN,39.1147,-87.4483,4359
KSIY,SIY,Siskiyou County Airport,Montague,US-CA,41.7814,-122.468,7490
KSJC,SJC,Mineta San Jose International Airport,San Jose,US-CA,37.3625,-121.9292,11000
KSJN,SJN,St Johns Industrial Air Park,St Johns,US-AZ,34.5186,-109.379,5322
KSJT,SJT,San Angelo Regional Mathis Field,San Angelo,US-TX,31.3577,-100.496,8054
KSJX,,Beaver Island Airport,Beaver Island,US-MI,45.6923,-85.5666,4299
KSKA,SKA,Fairchild Air Force Base,Spokane,US-WA,47.6151,-117.656,13899
KSKF,SKF,Lackland Air Force Base,San Antonio,US-TX,29.3842,-98.5811,11550
KSKI,,Sac City Municipal Airport,Sac City,US-IA,42.3791,-94.9797,4100
KSKX,TSM,Taos Regional Airport,Taos,US-NM,36.4525,-105.6775,5504
KSLB,SLB,Storm Lake Municipal Airport,Storm Lake,US-IA,42.5973,-95.2407,5002
KSLC,SLC,Salt Lake City International Airport,Salt Lake City,US-UT,40.7889,-111.9799,12002
KSLE,SLE,Salem-Willamette Valley Airport/McNary Field,Salem,US-OR,44.9095,-123.003,5811
KSLG,SLG,Smith Field,Siloam Springs,US-AR,36.1919,-94.49,4997
KSLH,,Cheboygan County Airport,Cheboygan,US-MI,45.6537,-84.5193,4004
KSLI,,Los Alamitos Army Air Field,Los Alamitos,US-CA,33.7909,-118.0503,7999
KSLK,SLK,Adirondack Regional Airport,Saranac Lake,US-NY,44.3869,-74.2046,6573
KSLN,SLN,Salina Municipal Airport,Salina,US-KS,38.791,-97.6522,12301
KSLO,SLO,Salem–Leckrone Airport,Salem,US-IL,38.6429,-88.9642,4098
KSLR,SLR,Sulphur Springs Municipal Airport,Sulphur Springs,US-TX,33.1598,-95.6211,5001
KSME,SME,Lake Cumberland Regional Airport,Somerset,US-KY,37.0534,-84.6159,5801
KSMF,SMF,Sacramento International Airport,Sacramento,US-CA,38.6954,-121.591,8605
KSMN,SMN,Lemhi County Airport,Salmon,US-ID,45.1222,-113.882,5510
KSMO,SMO,Santa Monica Municipal Airport,Santa Monica,US-CA,34.0158,-118.451,3500
KSMS,SUM,Sumter Airport,Sumter,US-SC,33.995,-80.3613,5501
KSMX,SMX,Santa Maria Public Airport Captain G Allan Hancock Field,Santa Maria,US-CA,34.8989,-120.457,8004
KSNA,SNA,John Wayne Orange County International Airport,Santa Ana,US-CA,33.6751,-117.8693,5700
KSNH,,Savannah Hardin County Airport,Savannah,US-TN,35.1704,-88.2159,5002
KSNK,SNK,Winston Field,Snyder,US-TX,32.6902,-100.9489,5599
KSNL,SNL,Shawnee Regional Airport,Shawnee,US-OK,35.3579,-96.9428,5997
KSNS,SNS,Salinas Municipal Airport,Salinas,US-CA,36.6628,-121.606,6004
KSNY,SNY,Sidney Municipal Airport Lloyd W Carr Field,Sidney,US-NE,41.1013,-102.985,6600
KSOA,,Sonora Municipal Airport,Sonora,US-TX,30.5857,-100.649,4037
KSOP,SOP,Moore County Airport,Carthage,US-NC,35.2372,-79.3894,6503
KSOW,SOW,Show Low Regional Airport,Show Low,US-AZ,34.2641,-110.0071,7202
KSPA,SPA,Spartanburg Downtown Memorial Airport,Spartanburg,US-SC,34.9157,-81.9565,5852
KSPB,,Scappoose Industrial Airpark,Scappoose,US-OR,45.771,-122.862,5100
KSPF,SPF,Black Hills Airport-Clyde Ice Field,Spearfish,US-SD,44.4803,-103.783,6401
KSPG,SPG,Albert Whitted Airport,St Petersburg,US-FL,27.7651,-82.627,3676
KSPH,,Springhill Airport,Springhill,US-LA,32.9834,-93.4092,4202
KSPI,SPI,Abraham Lincoln Capital Airport,Springfield,US-IL,39.8441,-89.6779,8001
KSPK,,Spanish Fork Municipal Airport/Woodhouse Field,Spanish Fork,US-UT,40.145,-111.6677,6500
KSPS,SPS,Wichita Falls Municipal Airport / Sheppard Air Force Base,Wichita Falls,US-TX,33.9888,-98.4919,13100
KSPW,SPW,Spencer Municipal Airport,Spencer,US-IA,43.1655,-95.2028,6001
KSPZ,,Silver Springs Airport,Silver Springs,US-NV,39.403,-119.251,6001
KSQI,SQI,Whiteside County Airport - Joseph H Bittorf Field,Rock Falls,US-IL,41.7422,-89.6736,6499
KSRB,,Upper Cumberland Regional Airport,Sparta,US-TN,36.0559,-85.5307,6704
KSRC,SRC,Searcy Municipal Airport,Searcy,US-AR,35.2106,-91.7375,6008
KSRE,,Seminole Municipal Airport,Seminole,US-OK,35.2747,-96.6752,5004
KSRQ,SRQ,Sarasota Bradenton International Airport,Sarasota/Bradenton,US-FL,27.3946,-82.5544,9500
KSRR,RUI,Sierra Blanca Regional Airport,Alto,US-NM,33.4628,-105.535,8120
KSSC,SSC,Shaw Air Force Base,Sumter,US-SC,33.9727,-80.4706,10014
KSSF,SSF,Stinson Municipal Airport,San Antonio,US-TX,29.337,-98.4711,5000
KSSI,SSI,St Simons Island Airport,St Simons Island,US-GA,31.1518,-81.3913,5584
KSSQ,,Shell Lake Municipal Airport,Shell Lake,US-WI,45.7314,-91.9207,3711
KSTC,STC,Saint Cloud Regional Airport,Saint Cloud,US-MN,45.5466,-94.0599,7500
KSTE,STE,Stevens Point Municipal Airport,Stevens Point,US-WI,44.5452,-89.5303,6028
KSTF,,George M Bryan Airport,Starkville,US-MS,33.4331,-88.8486,5550
KSTJ,STJ,Rosecrans Memorial Airport,St Joseph,US-MO,39.7719,-94.9097,8061
KSTK,STK,Sterling Municipal Airport,Sterling,US-CO,40.6135,-103.2638,5201
KSTL,STL,St. Louis Lambert International Airport,St Louis,US-MO,38.7487,-90.37,11020
KSTP,STP,Saint Paul Downtown Holman Field,Saint Paul,US-MN,44.9348,-93.06,6491
KSTS,STS,Charles M. Schulz Sonoma County Airport,Santa Rosa,US-CA,38.509,-122.813,6000
KSUA,SUA,Witham Field,Stuart,US-FL,27.1817,-80.2211,5828
KSUE,SUE,Door County Cherryland Airport,Sturgeon Bay,US-WI,44.8437,-87.4215,4599
KSUN,SUN,Friedman Memorial Airport,Hailey,US-ID,43.5044,-114.296,7550
KSUS,SUS,Spirit of St Louis Airport,St Louis,US-MO,38.6621,-90.652,7486
KSUT,,Cape Fear Regional Jetport / Howie Franklin Field Airport,Southport,US-NC,33.9293,-78.075,5505
KSUU,SUU,Travis Air Force Base,Fairfield,US-CA,38.2627,-121.927,11001
KSUW,SUW,Richard I Bong Memorial Airport,Superior,US-WI,46.6886,-92.095,5100
KSUX,SUX,Sioux Gateway Airport / Brigadier General Bud Day Field,Sioux City,US-IA,42.3976,-96.3822,9002
KSUZ,,Saline County Regional Airport,Bryant,US-AR,34.5906,-92.4794,5002
KSVC,SVC,Grant County Airport,Silver City,US-NM,32.6367,-108.1547,6803
KSVE,SVE,Susanville Municipal Airport,Susanville,US-CA,40.3757,-120.573,4051
KSVH,SVH,Statesville Regional Airport,Statesville,US-NC,35.7653,-80.9539,7003
KSVN,SVN,Hunter Army Air Field,Savannah,US-GA,32.01,-81.1457,11375
KSWF,SWF,New York Stewart International Airport,Newburgh,US-NY,41.5042,-74.1089,11817
KSWI,,Sherman Municipal Airport,Sherman,US-TX,33.6242,-96.5861,4000
KSWO,SWO,Stillwater Regional Airport,Stillwater,US-OK,36.1621,-97.0856,7401
KSWT,,Seward Municipal Airport,Seward,US-NE,40.8647,-97.1092,4200
KSWW,SWW,Avenger Field,Sweetwater,US-TX,32.4674,-100.467,5840
KSXK,,Sioux County Regional Airport,Maurice,US-IA,42.9858,-96.1614,5500
KSYF,,Cheyenne County Municipal Airport,St Francis,US-KS,39.7611,-101.796,5200
KSYI,SYI,Bomar Field / Shelbyville Municipal Airport,Shelbyville,US-TN,35.5601,-86.4425,5504
KSYR,SYR,Syracuse Hancock International Airport,Syracuse,US-NY,43.1112,-76.1063,9013
KSYV,SYV,Sylvester Airport,Sylvester,US-GA,31.5585,-83.8957,4525
KSZL,SZL,Whiteman Air Force Base,Knob Noster,US-MO,38.7303,-93.5479,12400
KSZT,,Sandpoint Airport,Sandpoint,US-ID,48.2995,-116.56,5501
KSZY,,Robert Sibley Airport,Selmer,US-TN,35.2029,-88.4984,5002
KT03,TBC,Tuba City Airport,Tuba City,US-AZ,36.0911,-111.3829,6230
KT12,,Kirbyville Airport,Kirbyville,US-TX,30.6458,-93.9136,3746
KT16,,Reserve Airport,Reserve,US-NM,33.6942,-108.849,4800
1TX4,,New Gulf Airport,Boling-Iago,US-TX,29.273,-95.8869,4300
T23,,Albany Municipal Airport,Albany,US-TX,32.719,-99.2676,5000
KT24,,Pineland Municipal Airport,Pineland,US-TX,31.2335,-93.9819,3700
KT30,,Mc Kinley Field,Pearsall,US-TX,28.8223,-99.109,5027
KT41,,La Porte Municipal Airport,La Porte,US-TX,29.6693,-95.0642,4165
KT42,,Ruth Airport,Mad River,US-CA,40.2113,-123.298,3500
KT45,,Panhandle Carson County Airport,Panhandle,US-TX,35.3617,-101.365,4404
KT50,,Menard County Airport,Menard,US-TX,30.9319,-99.8088,4100
KT55,,Dimmitt Municipal Airport,Dimmitt,US-TX,34.5667,-102.323,5500
KT59,,Wheeler Municipal Airport,Wheeler,US-TX,35.4511,-100.2,3565
KT60,,Stonewall County Airport,Aspermont,US-TX,33.1698,-100.1973,4000
KTXW,,Mid Valley International Airport,Weslaco,US-TX,26.1776,-97.9731,4998
KT67,,Hicks Air Field,Fort Worth,US-TX,32.9305,-97.4123,3740
KT69,,Alfred C 'Bubba' Thomas Airport,Sinton,US-TX,28.0392,-97.5424,4323
KT74,,Taylor Municipal Airport,Taylor,US-TX,30.5726,-97.4432,4000
KT78,,Liberty Municipal Airport,Liberty,US-TX,30.0778,-94.6986,3801
KT82,,Gillespie County Airport,Fredericksburg,US-TX,30.2432,-98.9092,5002
KT88,,Colorado City Airport,Colorado City,US-TX,32.4684,-100.921,5420
KT90,,Chambers County Winnie Stowell Airport,Winnie,US-TX,29.8195,-94.4311,3600
KT92,,Mason County Airport,Mason,US-TX,30.7322,-99.1843,3716
KT93,,Follett Lipscomb County Airport,Follett,US-TX,36.4408,-100.124,4073
KTAD,TAD,Perry Stokes Airport,Trinidad,US-CO,37.2594,-104.341,5500
KTAZ,,Taylorville Municipal Airport,Taylorville,US-IL,39.5342,-89.3278,4001
KTBN,TBN,Waynesville-St. Robert Regional Airport-Forney Field,Fort Leonard Wood,US-MO,37.7416,-92.1407,6037
KTBR,TBR,Statesboro Bulloch County Airport,Statesboro,US-GA,32.4827,-81.7369,6000
KTCC,TCC,Tucumcari Municipal Airport,Tucumcari,US-NM,35.1828,-103.603,7104
KTCL,TCL,Tuscaloosa National Airport,Tuscaloosa,US-AL,33.2206,-87.6114,6498
KTCM,TCM,McChord Air Force Base,Tacoma,US-WA,47.1377,-122.476,10108
KTCS,TCS,Truth or Consequences Municipal Airport,Truth or Consequences,US-NM,33.2369,-107.272,7202
KTCY,,Tracy Municipal Airport,Tracy,US-CA,37.689,-121.442,4001
KTDF,,Raleigh Regional Airport at Person County,Timberlake,US-NC,36.2849,-78.9842,6005
KTDO,TDO,Ed Carlson Memorial Field South Lewis County Airport,Toledo,US-WA,46.4772,-122.806,4479
KTDW,TDW,Tradewind Airport,Amarillo,US-TX,35.1699,-101.826,5098
KTDZ,TDZ,Toledo Executive Airport,Toledo,US-OH,41.5649,-83.4823,5829
KTEB,TEB,Teterboro Airport,Teterboro,US-NJ,40.8501,-74.0608,6997
KTEL,,Perry County Municipal Airport,Tell City,US-IN,38.0177,-86.6909,4400
KTEW,,Mason Jewett Field,Mason,US-MI,42.5658,-84.4232,4002
KTEX,TEX,Telluride Regional Airport,Telluride,US-CO,37.9538,-107.908,7111
KTFP,,Ingleside Regional Airport,Aransas Pass,US-TX,27.913,-97.2115,4999
KTGC,,Gibson County Airport,Milan,US-TN,35.9325,-88.8489,4802
KTHA,THA,Tullahoma Regional Airport William Northern Field,Tullahoma,US-TN,35.3801,-86.2464,5501
KTHM,THM,Thompson Falls Airport,Thompson Falls,US-MT,47.5735,-115.281,4200
KTHV,THV,York Airport,Thomasville,US-PA,39.917,-76.873,5188
KTIF,,Thomas County Airport,Thedford,US-NE,41.9627,-100.5704,4402
KTIK,TIK,Tinker Air Force Base,Oklahoma City,US-OK,35.4147,-97.3866,11100
KTIP,,Rantoul National Aviation Center - Frank Elliot field,Rantoul,US-IL,40.2936,-88.1424,5001
KTIW,TIW,Tacoma Narrows Airport,Tacoma,US-WA,47.2674,-122.5773,5002
KTIX,TIX,Space Coast Regional Airport,Titusville,US-FL,28.5148,-80.7992,7319
KTKI,DTX,McKinney National Airport,Dallas,US-TX,33.1779,-96.5905,7002
KTKO,,Mankato Airport,Mankato,US-KS,39.805,-98.2206,3540
KTKV,,Tomahawk Regional Airport,Tomahawk,US-WI,45.4691,-89.8057,4401
KTKX,KNT,Kennett Memorial Airport,Kennett,US-MO,36.2259,-90.0366,5000
KTLH,TLH,Tallahassee International Airport,Tallahassee,US-FL,30.4012,-84.3543,8000
KTLR,TLR,Mefford Field,Tulare,US-CA,36.1563,-119.326,3901
KTMA,TMA,Henry Tift Myers Airport,Tifton,US-GA,31.429,-83.4885,6506
KTMB,TMB,Miami Executive Airport,Miami,US-FL,25.6479,-80.4328,6000
KTME,,Houston Executive Airport,Houston,US-TX,29.8072,-95.8979,6610
KTMK,OTK,Tillamook Airport,Tillamook,US-OR,45.4182,-123.814,5001
KTNP,TNP,Twentynine Palms Airport,Twentynine Palms,US-CA,34.1339,-115.9473,5531
KTNT,TNT,Dade Collier Training and Transition Airport,Miami,US-FL,25.8618,-80.897,10499
KTNU,TNU,Newton Municipal Airport,Newton,US-IA,41.6744,-93.0217,5600
KTNX,XSD,Tonopah Test Range Airport,Tonopah,US-NV,37.7988,-116.781,12001
KTOA,TOA,Zamperini Field,Torrance,US-CA,33.8034,-118.34,5001
KTOB,,Dodge Center Airport,Dodge Center,US-MN,44.018,-92.8315,4500
KTOC,TOC,Toccoa Airport - R.G. Letourneau Field,Toccoa,US-GA,34.5938,-83.2958,5008
KTOI,TOI,Troy Municipal Airport at N Kenneth Campbell Field,Troy,US-AL,31.8604,-86.0121,6197
KTOL,TOL,Eugene F. Kranz Toledo Express Airport,Toledo,US-OH,41.5868,-83.8078,10600
KTOP,TOP,Philip Billard Municipal Airport,Topeka,US-KS,39.0699,-95.6226,5099
KTOR,TOR,Torrington Municipal Airport,Torrington,US-WY,42.0645,-104.153,5703
KTPA,TPA,Tampa International Airport,Tampa,US-FL,27.9755,-82.5332,11002
KTPF,TPF,Peter O Knight Airport,Tampa,US-FL,27.9156,-82.4493,3583
KTPH,TPH,Tonopah Airport,Tonopah,US-NV,38.0602,-117.087,7160
KTPL,TPL,Draughon Miller Central Texas Regional Airport,Temple,US-TX,31.1525,-97.4078,7000
KTQE,,Tekamah Municipal Airport,Tekamah,US-NE,41.7635,-96.1779,4000
KTQH,,Tahlequah Municipal Airport,Tahlequah,US-OK,35.9289,-95.0045,5001
KTQK,,Scott City Municipal Airport,Scott City,US-KS,38.4743,-100.885,5002
KTRI,TRI,Tri-Cities Regional TN/VA Airport,Blountville,US-TN,36.4752,-82.4074,8000
KTRK,TKF,Truckee Tahoe Airport,Truckee,US-CA,39.3186,-120.1406,7001
KTRL,TRL,Terrell Municipal Airport,Terrell,US-TX,32.7092,-96.2674,5006
KTRM,TRM,Jacqueline Cochran Regional Airport,Palm Springs,US-CA,33.6267,-116.16,8500
KTRX,TRX,Trenton Municipal Airport,Trenton,US-MO,40.0835,-93.5906,4307
KTSO,,Carroll County-Tolson Airport,Carrollton,US-OH,40.5619,-81.0775,4300
KTSP,TSP,Tehachapi Municipal Airport,Tehachapi,US-CA,35.135,-118.439,4040
KTTA,,Raleigh Executive Jetport,Sanford,US-NC,35.5837,-79.1008,6501
KTTD,TTD,Portland Troutdale Airport,Portland,US-OR,45.5494,-122.401,5399
KTTF,,Custer Airport,Monroe,US-MI,41.9399,-83.4347,4997
KTTN,TTN,Trenton Mercer Airport,Ewing Township,US-NJ,40.2767,-74.8135,6006
KTTS,,Space Florida Launch and Landing Facility,Titusville,US-FL,28.615,-80.6945,15001
KTUL,TUL,Tulsa International Airport,Tulsa,US-OK,36.1971,-95.8862,10000
KTUP,TUP,Tupelo Regional Airport,Tupelo,US-MS,34.2681,-88.7699,7150
KTUS,TUS,Tucson International Airport,Tucson,US-AZ,32.115,-110.9381,10996
KTVC,TVC,Cherry Capital Airport,Traverse City,US-MI,44.7414,-85.5822,7016
KTVF,TVF,Thief River Falls Regional Airport,Thief River Falls,US-MN,48.0657,-96.185,6504
KTVI,TVI,Thomasville Regional Airport,Thomasville,US-GA,30.9016,-83.8813,6004
KTVK,,Centerville Municipal Airport,Centerville,US-IA,40.6839,-92.901,4099
KTVL,TVL,Lake Tahoe Airport,South Lake Tahoe,US-CA,38.8939,-119.995,8541
KTVR,,Vicksburg Tallulah Regional Airport,Tallulah,US-LA,32.3516,-91.0277,5002
KTVY,,Bolinder Field Tooele Valley Airport,Tooele,US-UT,40.6123,-112.351,6102
KTWF,TWF,Joslin Field Magic Valley Regional Airport,Twin Falls,US-ID,42.4818,-114.488,8704
KTWM,,Richard B Helgeson Airport,Two Harbors,US-MN,47.0492,-91.7451,4400
KTWT,,Sturgis Municipal Airport,Sturgis,US-KY,37.5408,-87.9518,5000
KTXK,TXK,Texarkana Regional Airport (Webb Field),Texarkana,US-AR,33.4537,-93.991,6602
KTYL,TYZ,Taylor Airport,Taylor,US-AZ,34.4528,-110.115,7001
KTYQ,,Indianapolis Executive Airport,Indianapolis,US-IN,40.0307,-86.2514,7001
KTYR,TYR,Tyler Pounds Regional Airport,Tyler,US-TX,32.3541,-95.4024,8334
KTYS,TYS,McGhee Tyson Airport,Knoxville/Maryville,US-TN,35.811,-83.994,10000
KTZR,,Bolton Field,Columbus,US-OH,39.9012,-83.1369,5500
KTZT,,Belle Plaine Municipal Airport,Belle Plaine,US-IA,41.8788,-92.2846,4001
KTZV,,Tompkinsville Monroe County Airport,Tompkinsville,US-KY,36.729,-85.6524,4000
KU01,,American Falls Airport,American Falls,US-ID,42.7973,-112.825,4900
KU02,,Mccarley Field,Blackfoot,US-ID,43.2092,-112.3496,4314
KU03,,Buhl Municipal Airport,Buhl,US-ID,42.5916,-114.797,3898
KU05,,Riddick Field,Philipsburg,US-MT,46.3194,-113.305,3599
KU07,BFG,Bullfrog Basin Airport,Bullfrog,US-UT,37.5478,-110.7129,3500
KU08,,Perkins Field,Overton,US-NV,36.568,-114.443,4800
KU12,,Stanford Field,St Anthony,US-ID,43.9505,-111.6834,4500
KU13,,Junction Airport,Junction,US-UT,38.2517,-112.2233,4505
KU14,NPH,J. Randy McKnight Nephi Municipal Airport,Nephi,US-UT,39.7368,-111.8701,6300
KDUB,,Dubois Municipal Airport,Dubois,US-WY,43.5483,-109.69,6700
KU30,,Temple Bar Airport,Temple Bar,US-AZ,36.0205,-114.335,3500
KU34,RVR,Green River Municipal Airport,Green River,US-UT,38.9614,-110.227,5600
KU36,,Aberdeen Municipal Airport,Aberdeen,US-ID,42.921,-112.881,3650
KSVR,,South Valley Regional Airport,Salt Lake City,US-UT,40.6195,-111.993,5862
KU52,,Beaver Municipal Airport,Beaver,US-UT,38.2307,-112.675,4985
U55,PNU,Panguitch Municipal Airport,Panguitch,US-UT,37.8452,-112.392,5700
U56,,Rigby Airport,Rigby,US-ID,43.6426,-111.9292,3727
KU58,,Downey/Hyde Memorial Airport,Downey,US-ID,42.4239,-112.1096,3550
KU62,,Mackay Airport,Mackay,US-ID,43.9041,-113.601,4389
KU68,,North Big Horn County Airport,Cowley,US-WY,44.912,-108.4435,5199
KU69,,Duchesne Municipal Airport,Duchesne,US-UT,40.1919,-110.381,5800
KU70,ICS,Cascade Airport,Cascade,US-ID,44.4938,-116.016,4300
