code,iata,name,city,region,lat,lon,longest_rwy_ft
K57C,,East Troy Municipal Airport,East Troy,US-WI,42.7972,-88.3726,3900
K57S,,Troy Airport,Troy,US-MT,48.4802,-115.904,3570
K5A1,,Norwalk Huron County Airport,Norwalk,US-OH,41.2448,-82.5512,4208
5A6,,Winona–Montgomery County Airport,Winona,US-MS,33.4654,-89.7292,4000
K5B2,,Saratoga County Airport,Saratoga Springs,US-NY,43.0513,-73.8612,4699
K5C1,,Boerne Stage Field,Boerne,US-TX,29.7239,-98.6946,5006
5MN1,,Nary National Shefland Field,Nary,US-MN,47.3736,-94.7988,3850
K5C8,,Washburn Municipal Airport,Washburn,US-ND,47.3512,-101.0259,3700
K5F1,,Post Garza County Municipal Airport,Post,US-TX,33.2019,-101.3371,4200
K5G7,,Bluffton Airport,Bluffton,US-OH,40.8854,-83.8686,4126
K5H4,,Harvey Municipal Airport,Harvey,US-ND,47.7912,-99.9317,3600
K5I4,,Sheridan Airport,Sheridan,US-IN,40.1779,-86.2173,3760
K5J9,,Twin City Airport,Loris,US-SC,34.0884,-78.8649,3694
K5L0,,Lakota Municipal Airport,Lakota,US-ND,48.0294,-98.3253,3500
K5M0,,Hartselle-Morgan County Regional Airport,Hartselle,US-AL,34.4082,-86.933,3599
K5M3,,Moultonborough Airport,Moultonborough,US-NH,43.7679,-71.3876,3625
K5M5,,Crystal Lake Airport,Decatur,US-AR,36.3436,-94.4448,3863
K5M8,,Gurdon Lowe Field,Gurdon,US-AR,33.9239,-93.1687,4403
KGDA,,Marion-Crittenden County James C Johnson Regional Airport,Marion,US-KY,37.3363,-88.1098,5001
K5N8,,Casselton Robert Miller Regional Airport,Casselton,US-ND,46.854,-97.2087,3901
K5P2,,Mc Laughlin Municipal Airport,Mc Laughlin,US-SD,45.7968,-100.784,3800
K5R1,,Roy Wilcox Airport,Chatom,US-AL,31.4518,-88.1945,4002
K5R2,,Ocean Springs Airport,Ocean Springs,US-MS,30.3894,-88.7534,3500
K5R4,,Foley Municipal Airport,Foley,US-AL,30.4277,-87.701,3700
K5R8,,De Quincy Industrial Airpark,De Quincy,US-LA,30.4412,-93.4735,5000
K5S0,,Oakridge State Airport,Oakridge,US-OR,43.7526,-122.503,3610
K5S2,,Crescent Lake State Airport,Crescent Lake,US-OR,43.5326,-121.95,3900
K5S6,,Cape Blanco State Airport,Sixes,US-OR,42.8579,-124.518,5100
K5S9,,Valley View Airport,Estacada,US-OR,45.3077,-122.3181,3780
KDNA,,Doña Ana County International Jetport,Santa Teresa,US-NM,31.881,-106.705,9550
K5T9,EGP,Maverick County Memorial International Airport,Eagle Pass,US-TX,28.8598,-100.5167,5506
K5U5,,Fairfield Airport,Fairfield,US-MT,47.6291,-111.98,3800
K5U7,,Fort Smith Landing Strip,Fort Smith,US-MT,45.3198,-107.9315,3827
K5V5,,Shiprock Airstrip,Shiprock,US-NM,36.6978,-108.701,5214
KSCR,,Siler City Municipal Airport,Siler City,US-NC,35.7043,-79.5042,5000
5Y1,,Albert J Lindberg Airport,Hessel,US-MI,46.0354,-84.4177,3700
K60F,,Seymour Municipal Airport,Seymour,US-TX,33.6487,-99.2606,4300
K60J,,Odell Williamson Municipal Airport,Ocean Isle Beach,US-NC,33.9085,-78.4367,4198
K60R,,Navasota Municipal Airport,Navasota,US-TX,30.3719,-96.1133,5003
K61A,,Camden Municipal Airport,Camden,US-AL,31.9797,-87.3391,4303
KBVU,BLD,Boulder City Municipal Airport,Boulder City,US-NV,35.9472,-114.8588,5103
K61C,,Fort Atkinson Municipal Airport,Jefferson,US-WI,42.9632,-88.8176,3800
K61R,,Newton Municipal Airport,Newton,US-TX,30.8844,-93.7418,4000
K62S,,Christmas Valley Airport,Christmas Valley,US-OR,43.2362,-120.6651,5200
K63F,,Stanton Municipal Airport,Stanton,US-TX,32.1736,-101.822,4240
K64S,,Prospect State Airport,Prospect,US-OR,42.7432,-122.488,4000
K65S,,Boundary County Airport,Bonners Ferry,US-ID,48.7258,-116.295,4000
K66R,,Robert R Wells Jr Airport,Columbus,US-TX,29.6411,-96.5158,3800
K66Y,,Diamondhead Airport,Diamondhead,US-MS,30.363,-89.3877,3800
K67A,,Fort Deposit Lowndes County Airport,Fort Deposit,US-AL,31.9724,-86.5922,3593
K67L,MFH,Mesquite Airport,Mesquite,US-NV,36.8331,-114.0559,5100
K67R,,Rio Grande City Municipal Airport,Rio Grande City,US-TX,26.4243,-98.8461,4000
K69V,,Huntington Municipal Airport,Huntington,US-UT,39.3612,-110.917,4048
K6A1,,Butler Municipal Airport,Butler,US-GA,32.5695,-84.2452,4000
K6A2,,Griffin Spalding County Airport,Griffin,US-GA,33.227,-84.2749,3701
K6A4,,Johnson County Airport,Mountain City,US-TN,36.4178,-81.8251,4498
K6D1,,Brooten Municipal Airport,Brooten,US-MN,45.5,-95.1128,3500
K6D6,,Greenville Municipal Airport,Greenville,US-MI,43.1423,-85.2538,4199
KBAC,,Barnes County Municipal Airport,Valley City,US-ND,46.941,-98.0176,4201
K6D9,ECA,Iosco County Airport,East Tawas,US-MI,44.3128,-83.4223,4802
K6E5,,Wilder Airport,De Smet,US-SD,44.433,-97.5582,3700
K6G1,,Titusville Airport,Titusville,US-PA,41.6088,-79.7413,4902
K6G5,,Barnesville Bradfield Airport,Barnesville,US-OH,40.0024,-81.1918,4003
K6I2,,Lebanon Springfield Airport - George Hoerter Field,Springfield,US-KY,37.6335,-85.2418,5001
K6I4,,Boone County Airport,Lebanon,US-IN,40.0073,-86.4406,3600
K6J0,,Lexington County Airport,Pelion,US-SC,33.7946,-81.2459,4335
6K3,,Creighton Municipal Airport,Creighton,US-NE,42.4713,-97.8843,3700
K6K4,,Fairview Municipal Airport,Fairview,US-OK,36.2901,-98.4758,4400
K6K5,,Sisters Eagle Air Airport,Sisters,US-OR,44.3046,-121.539,3560
6L4,,Logan County Airport,Logan,US-WV,37.8557,-81.9159,3605
K6M0,,Hazen Municipal Airport - David Duch Field,Hazen,US-AR,34.7594,-91.6381,4048
K6M2,,Horseshoe Bend Airport,Horseshoe Bend,US-AR,36.2214,-91.7555,4502
K6M6,,Lewis County Regional Airport,Monticello,US-MO,40.1292,-91.6783,3500
6M7,,Marianna/Lee County Airport Steve Edwards Field,Marianna,US-AR,34.7803,-90.8106,4021
K6R3,,Cleveland Municipal Airport,Cleveland,US-TX,30.3564,-95.008,4998
K6R6,,Terrell County Airport,Dryden,US-TX,30.046,-102.213,4526
K6S0,,Big Timber Airport,Big Timber,US-MT,45.8067,-109.9792,5285
K6S3,,Woltermann Memorial Airport,Columbus,US-MT,45.6305,-109.239,3800
KHRF,,Ravalli County Airport,Hamilton,US-MT,46.2515,-114.1256,5200
K6S8,,Laurel Municipal Airport,Laurel,US-MT,45.7031,-108.761,5199
6V0,,Edgemont Municipal Airport,Edgemont,US-SD,43.2952,-103.844,3900
6V4,,Wall Municipal Airport,Wall,US-SD,43.9993,-102.2545,3500
6V5,,Bison Municipal Airport,Bison,US-SD,45.5183,-102.4679,3500
K6Y1,,Bois Blanc Airport,Bois Blanc Island,US-MI,45.7663,-84.5038,3500
K70J,,Cairo Grady County Airport,Cairo,US-GA,30.888,-84.1547,4000
K71A,,Pine Hill Municipal Airport,Pine Hill,US-AL,31.9668,-87.5833,4462
K71U,,Ozark-Blackwell Field,Ozark,US-AL,31.4318,-85.6206,4200
72F,,Throckmorton Municipal Airport,Throckmorton,US-TX,33.1801,-99.1498,3723
K74V,ROL,Roosevelt Municipal Airport,Roosevelt,US-UT,40.2783,-110.051,6500
K77G,,Marlette Township Airport,Marlette,US-MI,43.3118,-83.0909,3800
K78,,Abilene Municipal Airport,Abilene,US-KS,38.9041,-97.2359,4100
K78R,,San Augustine County Airport,San Augustine,US-TX,31.5395,-94.1701,3800
K79J,,South Alabama Regional At Bill Benton Field Airport,Andalusia/Opp,US-AL,31.3088,-86.3938,6000
K79S,,Fort Benton Airport,Fort Benton,US-MT,47.8451,-110.636,4300
K7A0,,Greensboro Municipal Airport,Greensboro,US-AL,32.6815,-87.6621,3506
K7A5,,Roanoke Municipal Airport,Roanoke,US-AL,33.1296,-85.3721,3697
K7A6,,Stevenson Airport,Stevenson,US-AL,34.8863,-85.8033,4103
K7D3,,Baldwin Municipal Airport,Baldwin,US-MI,43.8755,-85.8421,3800
K7F3,,Caddo Mills Municipal Airport,Caddo Mills,US-TX,33.0362,-96.2431,4000
K7F5,,Canton Hackney Airport,Canton,US-TX,32.5884,-95.8631,3750
K7G0,,Ledgedale Airpark,Brockport,US-NY,43.1811,-77.9158,4206
K7G8,,Geauga County Airport,Middlefield,US-OH,41.4496,-81.0629,3500
K7G9,CTK,Canton Municipal Airport,Canton,US-SD,43.3088,-96.5712,3600
KJQD,,Ohio County Airport,Hartford,US-KY,37.4583,-86.85,5003
K7K5,,Kenmare Municipal Airport,Kenmare,US-ND,48.6676,-102.048,3700
K7L2,,Linton Municipal Airport,Linton,US-ND,46.2183,-100.245,3700
7L8,,Post-Air Airport,Indianapolis,US-IN,39.75,-86.0139,3750
K7M1,,McGehee Municipal Airport,McGehee,US-AR,33.6202,-91.3648,4007
K7M2,,Mountain View Wilcox Memorial Field,Mountain View,US-AR,35.8645,-92.0903,4502
K7M3,,Mount Ida-Bearce Airport,Mount Ida,US-AR,34.5291,-93.5294,4000
K7M4,,Osceola Municipal Airport,Osceola,US-AR,35.6911,-90.0101,3799
K7M9,,Salem Airport,Salem,US-AR,36.3569,-91.8304,3500
K7S0,,Ronan Airport,Ronan,US-MT,47.5672,-114.101,4798
KRVF,,Ruby Valley Field,Twin Bridges,US-MT,45.5337,-112.3003,6000
K7S6,,White Sulphur Springs Airport,White Sulphur Springs,US-MT,46.5041,-110.913,6100
K7T7,,Skywest Inc Airport,Midland,US-TX,31.8585,-102.074,5000
K7V2,WPO,North Fork Valley Airport,Paonia,US-CO,38.8314,-107.6458,4500
K7V5,,Brush Municipal Airport,Brush,US-CO,40.2643,-103.577,4300
KGUR,,Camp Guernsey Airport,Guernsey,US-WY,42.2596,-104.728,5060
K7V7,,Red Cloud Municipal Airport,Red Cloud,US-NE,40.0821,-98.5414,3700
K7V8,,Julesburg Municipal Airport,Julesburg,US-CO,40.9708,-102.315,4100
K7V9,,City of Las Animas Bent County Airport,Las Animas,US-CO,38.0539,-103.2387,3870
K7W5,,Henry County Airport,Napoleon,US-OH,41.3743,-84.0679,3956
K7W6,,Hyde County Airport,Engelhard,US-NC,35.5624,-75.9552,5002
K7Y4,,Bagley Municipal Airport,Bagley,US-MN,47.525,-95.3608,3800
K80T,,Quincy Municipal Airport,Quincy,US-WA,47.2116,-119.84,3660
K81R,,San Saba County Municipal Airport,San Saba,US-TX,31.2352,-98.717,4206
K82C,,Mauston New Lisbon Union Airport,New Lisbon,US-WI,43.8387,-90.1377,3688
82V,,Pine Bluffs Municipal Airport,Pine Bluffs,US-WY,41.1533,-104.13,5330
83D,,Mackinac County Airport,St Ignace,US-MI,45.8917,-84.7381,3800
84D,,Cheyenne Eagle Butte Airport,Eagle Butte,US-SD,44.9844,-101.251,4200
K84R,,Smithville Crawford Municipal Airport,Smithville,US-TX,30.0282,-97.167,4000
K87I,,Yazoo County Airport,Yazoo City,US-MS,32.8832,-90.4636,5000
K88M,,Eureka Airport,Eureka,US-MT,48.9683,-115.0795,4200
K88R,,Austin Air Ranch Airport,Spicewood,US-TX,30.4736,-98.1215,4185
KBFZ,,Albertville Regional Airport/Thomas J Brumlik Field,Albertville,US-AL,34.2291,-86.2558,6114
K8A1,,Guntersville Municipal Joe Starnes Field,Guntersville,US-AL,34.403,-86.2636,5005
K8A3,,Livingston Municipal Airport,Livingston,US-TN,36.4121,-85.3116,5153
8D1,,New Holstein Municipal Airport,New Holstein,US-WI,43.9442,-88.1135,3600
K8D7,,Clark County Airport,Clark,US-SD,44.8955,-97.7123,3697
K8F3,,Crosbyton Municipal Airport,Crosbyton,US-TX,33.6238,-101.241,3600
K8G1,,Willard Municipal Airport,Willard,US-OH,41.0387,-82.7246,4028
K8G2,,Corry Lawrence Airport,Corry,US-PA,41.9076,-79.6411,4101
K8G6,,Harrison County Airport,Cadiz,US-OH,40.2384,-81.0129,4154
K8J7,,Tomlinson Field,New Rockford,US-ND,47.6964,-99.1312,3600
K8M1,,Booneville-Baldwyn Airport,Baldwyn,US-MS,34.5908,-88.6476,5003
88MI,,Eagle II Airport,Lewiston,US-MI,44.8065,-84.2762,5047
K8M9,,Providence Webster County Airport,Providence,US-KY,37.4248,-87.7361,3800
K8N2,,Skydive Chicago Airport,Ottawa,US-IL,41.3998,-88.7939,4522
K8S0,,Starr Browning Airstrip,Browning,US-MT,48.6014,-113.115,4051
K8S1,,Polson Airport,Polson,US-MT,47.6954,-114.185,4194
K8T6,,Live Oak County Airport,George West,US-TX,28.3628,-98.1165,3799
8U6,,Terry Airport,Terry,US-MT,46.7771,-105.3131,4300
K8U8,,Townsend Airport,Townsend,US-MT,46.3312,-111.483,3999
KRCV,,Astronaut Kent Rominger Airport,Del Norte,US-CO,37.7136,-106.354,6051
8V2,,Stuart Atkinson Municipal Airport,Atkinson,US-NE,42.5617,-99.0384,3900
8V3,,Parkston Municipal Airport,Parkston,US-SD,43.3776,-97.9898,3600
K8V7,,Springfield Municipal Airport,Springfield,US-CO,37.4587,-102.618,5000
K8WC,,Washington County Airport,Potosi,US-MO,37.9292,-90.7315,4000
K91F,,Arrowhead Airport,Canadian,US-OK,35.1563,-95.6213,3500
K93F,,Mignon Laird Municipal Airport,Cheyenne,US-OK,35.6075,-99.7047,4022
K93Y,,David City Municipal Airport,David City,US-NE,41.2309,-97.1229,3676
K94E,,Whiskey Creek Airport,Silver City,US-NM,32.7594,-108.2096,5400
K94K,,Cassville Municipal Airport,Cassville,US-MO,36.6974,-93.9005,3599
K95D,,Beulah Airport,Beulah,US-ND,47.2508,-101.814,4030
K95E,,Stallion Army Air Field,Socorro,US-NM,33.8146,-106.6437,4000
K95F,,Cleveland Municipal Airport,Cleveland,US-OK,36.2838,-96.4633,4000
K97M,,Ekalaka Airport,Ekalaka,US-MT,45.8778,-104.537,3798
98D,,Onida Municipal Airport,Onida,US-SD,44.7008,-100.101,3800
K99N,,Bamberg County Airport,Bamberg,US-SC,33.3045,-81.1084,3603
KCVC,,Covington Municipal Airport,Covington,US-GA,33.6325,-83.8496,6000
9A4,,Courtland Airport,Courtland,US-AL,34.659,-87.3502,5000
K9A5,,Barwick Lafayette Airport,Lafayette,US-GA,34.6886,-85.2904,4999
K9C8,,Evart Municipal Airport,Evart,US-MI,43.8959,-85.2792,3804
9D0,,Highmore Municipal Airport,Highmore,US-SD,44.5406,-99.4508,3700
9D1,,Gregory Municipal Airport - Flynn Field,Gregory,US-SD,43.2217,-99.4033,3799
K9D2,,Harding County Airport,Buffalo,US-SD,45.5806,-103.53,3900
K9D4,,Deck Airport,Myerstown,US-PA,40.3518,-76.3296,3786
K9D7,,Cando Municipal Airport,Cando,US-ND,48.48,-99.2359,3500
K9D9,,Hastings Airport,Hastings,US-MI,42.6636,-85.3463,5003
K9F8,,Hoven Municipal Airport,Hoven,US-SD,45.2576,-99.7978,3700
K9G2,,Prices Airport,Linden,US-MI,42.8076,-83.7699,4000
K9K7,,Ellsworth Municipal Airport,Ellsworth,US-KS,38.7523,-98.2288,4500
K9K8,,Kingman Airport Clyde Cessna Field,Kingman,US-KS,37.669,-98.1239,4300
K9L2,,Edwards Af Aux North Base Airport,Edwards,US-CA,34.9908,-117.863,5998
K9M6,,Kelly Airport,Oak Grove,US-LA,32.8492,-91.4039,3799
9S2,,Scobey Airport,Scobey,US-MT,48.8076,-105.4393,4020
K9S5,,Three Forks Airport,Three Forks,US-MT,45.8781,-111.569,5100
K9S9,,Lexington Airport,Lexington,US-OR,45.4541,-119.69,4155
K9U0,,Turner Airport,Turner,US-MT,48.8542,-108.409,3612
KTMT,ASQ,Austin Airport,Austin,US-NV,39.4677,-117.1976,6000
KDWX,,Dixon Airport,Dixon,US-WY,41.0383,-107.497,7000
K9V5,,Modisett Airport,Rushville,US-NE,42.7365,-102.4443,3900
9V6,,Martin Municipal Airport,Martin,US-SD,43.1656,-101.7127,3699
K9V7,,Eads Municipal Airport,Eads,US-CO,38.4785,-102.8109,3860
K9V9,,Chamberlain Municipal Airport,Chamberlain,US-SD,43.7661,-99.3213,4299
K9Y1,,Weydahl Field,Killdeer,US-ND,47.3928,-102.771,4200
KA08,,Vaiden Field,Marion,US-AL,32.5124,-87.3856,6400
KA09,,Eagle Airpark,Bullhead City,US-AZ,34.8875,-114.6166,4800
KA20,,Sun Valley Airport,Bullhead City,US-AZ,35.0059,-114.5651,3700
KA24,,California Pines Airport,Alturas,US-CA,41.4124,-120.684,4159
KA30,,Scott Valley Airport,Etna,US-CA,41.5582,-122.855,3700
KA32,,Butte Valley Airport,Dorris,US-CA,41.8872,-121.976,4300
KA34,,Dayton Valley Airpark,Dayton/Carson City,US-NV,39.2386,-119.555,5343
KA39,,Ak-Chin Regional Airport,Maricopa,US-AZ,32.9908,-111.9185,4751
KA50,,Colorado Springs East Airport,Ellicott,US-CO,38.8744,-104.41,4500
KAAA,,Logan County Airport,Lincoln,US-IL,40.1587,-89.335,4000
KAAF,AAF,Apalachicola Regional Airport,Apalachicola,US-FL,29.7275,-85.0275,5425
KAAO,,Colonel James Jabara Airport,Wichita,US-KS,37.7476,-97.2211,6101
KAAS,,Taylor County Airport,Campbellsville,US-KY,37.3583,-85.3094,5004
KAAT,,Alturas Municipal Airport,Alturas,US-CA,41.4827,-120.5657,4228
KABE,ABE,Lehigh Valley International Airport,Allentown/Bethlehem,US-PA,40.6518,-75.4428,7599
KABI,ABI,Abilene Regional Airport,Abilene,US-TX,32.4113,-99.6819,7208
KABQ,ABQ,Albuquerque International Sunport,Albuquerque,US-NM,35.04,-106.6089,13793
KABR,ABR,Aberdeen Regional Airport,Aberdeen,US-SD,45.4491,-98.4218,6901
KABY,ABY,Southwest Georgia Regional Airport,Albany,US-GA,31.5329,-84.1962,6601
KACB,ACB,Antrim County Airport,Bellaire,US-MI,44.9886,-85.1984,5003
KACJ,,Jimmy Carter Regional Airport,Americus,US-GA,32.1108,-84.1889,6011
KACK,ACK,Nantucket Memorial Airport,Nantucket,US-MA,41.2531,-70.0602,6303
KACP,,Allen Parish Airport,Oakdale,US-LA,30.7503,-92.6883,5000
KACT,ACT,Waco Regional Airport,Waco,US-TX,31.6113,-97.2305,7107
KACV,ACV,California Redwood Coast-Humboldt County Airport,Arcata/Eureka,US-CA,40.9781,-124.109,6046
KACY,ACY,Atlantic City International Airport,Atlantic City,US-NJ,39.4562,-74.5775,10001
KACZ,,Henderson Field,Wallace,US-NC,34.7179,-78.0036,4153
KADC,,Wadena Municipal Airport,Wadena,US-MN,46.4503,-95.211,4007
KADG,ADG,Lenawee County Airport,Adrian,US-MI,41.8662,-84.078,5001
KADH,ADT,Ada Regional Airport,Ada,US-OK,34.8052,-96.672,6203
KADM,ADM,Ardmore Municipal Airport,Ardmore,US-OK,34.303,-97.0196,9002
KADS,ADS,Addison Airport,Dallas,US-TX,32.9686,-96.8364,7203
KADT,,Atwood-Rawlins City-County Airport,Atwood,US-KS,39.8412,-101.0432,5000
KADU,,Audubon County Airport,Audubon,US-IA,41.7014,-94.9205,3641
KADW,ADW,Joint Base Andrews,Camp Springs,US-MD,38.8108,-76.867,11301
KAEG,,Double Eagle II Airport,Albuquerque,US-NM,35.1452,-106.795,7398
KAEJ,,Central Colorado Regional Airport,Buena Vista,US-CO,38.8129,-106.1201,8303
KAEL,AEL,Albert Lea Municipal Airport,Albert Lea,US-MN,43.6815,-93.3672,5000
KAEX,AEX,Alexandria International Airport,Alexandria,US-LA,31.3258,-92.5467,9352
KAFF,AFF,USAF Academy Airfield,Colorado Springs,US-CO,38.9725,-104.8211,4501
KAFJ,WSG,Washington County Airport,Washington,US-PA,40.1365,-80.2902,5004
KAFK,,Nebraska City Municipal Airport,Nebraska City,US-NE,40.6069,-95.8657,4501
KAFO,AFO,Afton Municipal Airport,Afton,US-WY,42.7112,-110.942,7025
KAFP,,Anson County Airport - Jeff Cloud Field,Wadesboro,US-NC,35.0206,-80.0771,5498
KAFW,AFW,Perot Field/Fort Worth Alliance Airport,Fort Worth,US-TX,32.9904,-97.3195,11125
KAGC,AGC,Allegheny County Airport,Pittsburgh,US-PA,40.3544,-79.9302,6501
KAGO,AGO,Magnolia Municipal Airport / Ralph C Weiser Field,Magnolia,US-AR,33.228,-93.217,5007
KAGR,,MacDill Air Force Base Auxiliary Field,Avon Park,US-FL,27.6506,-81.3494,8000
KAGS,AGS,Augusta Regional At Bush Field,Augusta,US-GA,33.3699,-81.9645,8001
KAGZ,,Wagner Municipal Airport,Wagner,US-SD,43.0649,-98.2967,3500
KAHC,AHC,Amedee Army Air Field,Herlong,US-CA,40.2662,-120.153,10000
KAHH,AHH,Amery Municipal Airport,Amery,US-WI,45.2811,-92.3754,4002
KAHN,AHN,Athens Ben Epps Airport,Athens,US-GA,33.9488,-83.3256,6122
KAHQ,,Wahoo Municipal Airport,Wahoo,US-NE,41.2413,-96.594,4100
KAIA,AIA,Alliance Municipal Airport,Alliance,US-NE,42.0525,-102.804,9203
KAIB,,Hopkins Field,Nucla,US-CO,38.239,-108.5634,5212
KAID,AID,Anderson Municipal Darlington Field,Anderson,US-IN,40.1086,-85.613,5400
KAIG,,Langlade County Airport,Antigo,US-WI,45.1542,-89.1107,4010
KAIK,AIK,Aiken Regional Airport,Aiken,US-SC,33.6494,-81.685,5500
KAIO,AIO,Atlantic Municipal Airport,Atlantic,US-IA,41.4073,-95.0469,5000
KAIT,,Aitkin Municipal Airport Steve Kurtz Field,Aitkin,US-MN,46.5484,-93.6768,4000
KAIV,AIV,George Downer Airport,Aliceville,US-AL,33.1065,-88.1978,5001
KAIZ,AIZ,Lee C Fine Memorial Airport,Kaiser Lake Ozark,US-MO,38.096,-92.5495,6497
KAJG,,Mount Carmel Municipal Airport,Mount Carmel,US-IL,38.6065,-87.7267,4500
KAJR,,Habersham County Airport,Cornelia,US-GA,34.4999,-83.5567,5503
KAJZ,,Blake Field,Delta,US-CO,38.7864,-108.064,5598
KAKH,,Gastonia Municipal Airport,Gastonia,US-NC,35.2026,-81.1499,3769
KAKO,AKO,Colorado Plains Regional Airport,Akron,US-CO,40.1756,-103.222,7001
KAKQ,,Wakefield Municipal Airport,Wakefield,US-VA,36.9872,-77.0011,4337
KAKR,AKC,Akron Fulton International Airport,Akron,US-OH,41.0374,-81.4678,6336
KALB,ALB,Albany International Airport,Albany,US-NY,42.7483,-73.8017,8500
KALI,ALI,Alice International Airport,Alice,US-TX,27.7409,-98.0269,5997
KALM,ALM,Alamogordo White Sands Regional Airport,Alamogordo,US-NM,32.8378,-105.9931,9207
KALN,ALN,St Louis Regional Airport,Alton/St Louis,US-IL,38.8903,-90.046,8099
KALO,ALO,Waterloo Regional Airport,Waterloo,US-IA,42.5571,-92.4003,8399
KALS,ALS,San Luis Valley Regional Airport/Bergman Field,Alamosa,US-CO,37.4349,-105.867,8521
KALW,ALW,Walla Walla Regional Airport,Walla Walla,US-WA,46.0949,-118.288,6527
KALX,ALX,Thomas C Russell Field,Alexander City,US-AL,32.9147,-85.963,5422
KAMA,AMA,Rick Husband Amarillo International Airport,Amarillo,US-TX,35.2179,-101.7064,13502
KAMG,,Bacon County Airport,Alma,US-GA,31.5361,-82.5066,5000
KAMN,AMN,Gratiot Community Airport,Alma,US-MI,43.3221,-84.688,5004
KAMT,,Alexander Salamon Airport,West Union,US-OH,38.8515,-83.5663,3558
KAMW,AMW,Ames Municipal Airport,Ames,US-IA,41.992,-93.6218,5701
KANB,ANB,Anniston Regional Airport,Anniston,US-AL,33.5882,-85.8581,7002
KAND,AND,Anderson Regional Airport,Anderson,US-SC,34.4946,-82.7094,6002
KANE,,Anoka County-Blaine (Janes Field) Airport,Minneapolis,US-MN,45.145,-93.2114,5000
KANJ,,Sault Ste Marie Municipal Airport Sanderson Field,Sault Ste Marie,US-MI,46.4792,-84.3684,5234
KANK,SLT,Salida Airport - Harriet Alexander Field,Salida,US-CO,38.5383,-106.049,7351
KANQ,ANQ,Tri State Steuben County Airport,Angola,US-IN,41.6397,-85.0835,4540
KANW,ANW,Ainsworth Regional Airport,Ainsworth,US-NE,42.5792,-99.993,6824
KANY,ANY,Anthony Municipal Airport,Anthony,US-KS,37.1585,-98.0796,3598
KAOC,,Arco Butte County Airport,Arco,US-ID,43.6035,-113.334,4801
KAOH,AOH,Lima Allen County Airport,Lima,US-OH,40.7069,-84.0267,6000
KAOO,AOO,Altoona Blair County Airport,Altoona,US-PA,40.2964,-78.32,5465
KAOV,,Ava Bill Martin Memorial Airport,Ava,US-MO,36.9719,-92.6819,3634
KAPA,APA,Centennial Airport,Denver,US-CO,39.5701,-104.849,10001
KAPC,APC,Napa County Airport,Napa,US-CA,38.2132,-122.281,5930
KAPF,APF,Naples Municipal Airport,Naples,US-FL,26.1526,-81.7753,6600
KAPG,APG,Phillips Army Air Field,Aberdeen,US-MD,39.4662,-76.1688,7998
KAPN,APN,Alpena County Regional Airport,Alpena,US-MI,45.0781,-83.5603,9001
KAPV,APV,Apple Valley Airport,Apple Valley,US-CA,34.5753,-117.186,6498
KAPY,,Zapata County Airport,Zapata,US-TX,26.9688,-99.2489,5000
KAQO,,Llano Municipal Airport,Llano,US-TX,30.7837,-98.662,4202
KAQP,,Appleton Municipal Airport,Appleton,US-MN,45.2282,-96.0059,3500
KAQW,,Harriman and West Airport,North Adams,US-MA,42.6959,-73.1704,4300
KAQX,,Allendale County Airport,Allendale,US-SC,32.9951,-81.2702,4990
KARA,ARA,Acadiana Regional Airport,New Iberia,US-LA,30.0378,-91.8839,8002
KARB,ARB,Ann Arbor Municipal Airport,Ann Arbor,US-MI,42.223,-83.7456,3505
KARG,ARG,Walnut Ridge Regional Airport,Walnut Ridge,US-AR,36.1247,-90.9251,6001
KARM,WHT,Wharton Regional Airport,Wharton,US-TX,29.2543,-96.1544,5004
KARR,AUZ,Aurora Municipal Airport,Chicago/Aurora,US-IL,41.7719,-88.4757,6501
KART,ART,Watertown International Airport,Watertown,US-NY,43.9919,-76.0217,7001
KARV,ARV,Lakeland Airport Noble F Lee Memorial Field,Woodruff,US-WI,45.9279,-89.7309,5150
KASD,,Slidell Airport,Slidell,US-LA,30.3451,-89.8208,5002
KASE,ASE,Aspen-Pitkin County Airport (Sardy Field),Aspen,US-CO,39.2232,-106.869,8006
KASG,SPZ,Springdale Municipal Airport,Springdale,US-AR,36.1764,-94.1193,5302
KASH,ASH,Nashua Airport / Boire Field,Nashua,US-NH,42.7817,-71.5148,6000
KASJ,,Tri-County Airport at Henry Joyner Field,Aulander,US-NC,36.2975,-77.1709,4501
KASL,ASL,Harrison County Airport,Marshall,US-TX,32.5205,-94.3078,5002
KASN,ASN,Talladega Municipal Airport,Talladega,US-AL,33.5699,-86.0509,6032
KAST,AST,Astoria Regional Airport,Astoria,US-OR,46.158,-123.879,5794
KASW,,Warsaw Municipal Airport,Warsaw,US-IN,41.2747,-85.8401,6001
KASX,ASX,John F Kennedy Memorial Airport,Ashland,US-WI,46.5485,-90.919,5197
KASY,ASY,Ashley Municipal Airport,Ashley,US-ND,46.0239,-99.3526,4364
KATA,,Hall Miller Municipal Airport,Atlanta,US-TX,33.1018,-94.1953,3800
KATL,ATL,Hartsfield Jackson Atlanta International Airport,Atlanta,US-GA,33.6367,-84.4281,12390
KATS,ATS,Artesia Municipal Airport,Artesia,US-NM,32.8525,-104.468,6800
KATW,ATW,Appleton International Airport,Appleton,US-WI,44.2585,-88.519,8003
KATY,ATY,Watertown Regional Airport,Watertown,US-SD,44.914,-97.1547,6898
